AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_14;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_14_1;SCAF----------------------------;HYBRID MIL Data_12_msg_n;;GADIRU_INSTRUM_DATA_80_14_SG_1;Float;;;32;188;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_140;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_140_1;SCAF----------------------------;HYBRID MIL Data_138_msg_n;;GADIRU_INSTRUM_DATA_80_140_SG_1;Float;;;32;192;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_141;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_141_1;SCAF----------------------------;HYBRID MIL Data_139_msg_n;;GADIRU_INSTRUM_DATA_80_141_SG_1;Float;;;32;196;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_142;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_142_1;SCAF----------------------------;HYBRID MIL Data_140_msg_n;;GADIRU_INSTRUM_DATA_80_142_SG_1;Float;;;32;200;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_143;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_143_1;SCAF----------------------------;HYBRID MIL Data_141_msg_n;;GADIRU_INSTRUM_DATA_80_143_SG_1;Float;;;32;204;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_144;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_144_1;SCAF----------------------------;HYBRID MIL Data_142_msg_n;;GADIRU_INSTRUM_DATA_80_144_SG_1;Float;;;32;208;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_145;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_145_1;SCAF----------------------------;HYBRID MIL Data_143_msg_n;;GADIRU_INSTRUM_DATA_80_145_SG_1;Float;;;32;212;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_146;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_146_1;SCAF----------------------------;HYBRID MIL Data_144_msg_n;;GADIRU_INSTRUM_DATA_80_146_SG_1;Float;;;32;216;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_147;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_147_1;SCAF----------------------------;HYBRID MIL Data_145_msg_n;;GADIRU_INSTRUM_DATA_80_147_SG_1;Float;;;32;220;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_148;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_148_1;SCAF----------------------------;HYBRID MIL Data_146_msg_n;;GADIRU_INSTRUM_DATA_80_148_SG_1;Float;;;32;224;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_149;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_149_1;SCAF----------------------------;HYBRID MIL Data_147_msg_n;;GADIRU_INSTRUM_DATA_80_149_SG_1;Float;;;32;228;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_15;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_15_1;SCAF----------------------------;HYBRID MIL Data_13_msg_n;;GADIRU_INSTRUM_DATA_80_15_SG_1;Float;;;32;232;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_150;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_150_1;SCAF----------------------------;HYBRID MIL Data_148_msg_n;;GADIRU_INSTRUM_DATA_80_150_SG_1;Float;;;32;236;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_151;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_151_1;SCAF----------------------------;HYBRID MIL Data_149_msg_n;;GADIRU_INSTRUM_DATA_80_151_SG_1;Float;;;32;240;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_152;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_152_1;SCAF----------------------------;HYBRID MIL Data_150_msg_n;;GADIRU_INSTRUM_DATA_80_152_SG_1;Float;;;32;244;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_153;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_153_1;SCAF----------------------------;HYBRID MIL Data_151_msg_n;;GADIRU_INSTRUM_DATA_80_153_SG_1;Float;;;32;248;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_154;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_154_1;SCAF----------------------------;HYBRID MIL Data_152_msg_n;;GADIRU_INSTRUM_DATA_80_154_SG_1;Float;;;32;252;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_155;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_155_1;SCAF----------------------------;HYBRID MIL Data_153_msg_n;;GADIRU_INSTRUM_DATA_80_155_SG_1;Float;;;32;256;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_156;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_156_1;SCAF----------------------------;HYBRID MIL Data_154_msg_n;;GADIRU_INSTRUM_DATA_80_156_SG_1;Float;;;32;260;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_157;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_157_1;SCAF----------------------------;HYBRID MIL Data_155_msg_n;;GADIRU_INSTRUM_DATA_80_157_SG_1;Float;;;32;264;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_158;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_158_1;SCAF----------------------------;HYBRID MIL Data_156_msg_n;;GADIRU_INSTRUM_DATA_80_158_SG_1;Float;;;32;268;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_159;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_159_1;SCAF----------------------------;HYBRID MIL Data_157_msg_n;;GADIRU_INSTRUM_DATA_80_159_SG_1;Float;;;32;272;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_16;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_16_1;SCAF----------------------------;HYBRID MIL Data_14_msg_n;;GADIRU_INSTRUM_DATA_80_16_SG_1;Float;;;32;276;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_160;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_160_1;SCAF----------------------------;HYBRID MIL Data_158_msg_n;;GADIRU_INSTRUM_DATA_80_160_SG_1;Float;;;32;280;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_161;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_161_1;SCAF----------------------------;HYBRID MIL Data_159_msg_n;;GADIRU_INSTRUM_DATA_80_161_SG_1;Float;;;32;284;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_162;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_162_1;SCAF----------------------------;HYBRID MIL Data_160_msg_n;;GADIRU_INSTRUM_DATA_80_162_SG_1;Float;;;32;288;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_163;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_163_1;SCAF----------------------------;HYBRID MIL Data_161_msg_n;;GADIRU_INSTRUM_DATA_80_163_SG_1;Float;;;32;292;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_164;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_164_1;SCAF----------------------------;HYBRID MIL Data_162_msg_n;;GADIRU_INSTRUM_DATA_80_164_SG_1;Float;;;32;296;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_165;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_165_1;SCAF----------------------------;HYBRID MIL Data_163_msg_n;;GADIRU_INSTRUM_DATA_80_165_SG_1;Float;;;32;300;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_166;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_166_1;SCAF----------------------------;HYBRID MIL Data_164_msg_n;;GADIRU_INSTRUM_DATA_80_166_SG_1;Float;;;32;304;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_167;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_167_1;SCAF----------------------------;HYBRID MIL Data_165_msg_n;;GADIRU_INSTRUM_DATA_80_167_SG_1;Float;;;32;308;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_168;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_168_1;SCAF----------------------------;HYBRID MIL Data_166_msg_n;;GADIRU_INSTRUM_DATA_80_168_SG_1;Float;;;32;312;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_169;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_169_1;SCAF----------------------------;HYBRID MIL Data_167_msg_n;;GADIRU_INSTRUM_DATA_80_169_SG_1;Float;;;32;316;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_17;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_17_1;SCAF----------------------------;HYBRID MIL Data_15_msg_n;;GADIRU_INSTRUM_DATA_80_17_SG_1;Float;;;32;320;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_170;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_170_1;SCAF----------------------------;HYBRID MIL Data_168_msg_n;;GADIRU_INSTRUM_DATA_80_170_SG_1;Float;;;32;324;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_171;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_171_1;SCAF----------------------------;HYBRID MIL Data_169_msg_n;;GADIRU_INSTRUM_DATA_80_171_SG_1;Float;;;32;328;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_172;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_172_1;SCAF----------------------------;HYBRID MIL Data_170_msg_n;;GADIRU_INSTRUM_DATA_80_172_SG_1;Float;;;32;332;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_173;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_173_1;SCAF----------------------------;HYBRID MIL Data_171_msg_n;;GADIRU_INSTRUM_DATA_80_173_SG_1;Float;;;32;336;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_174;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_174_1;SCAF----------------------------;HYBRID MIL Data_172_msg_n;;GADIRU_INSTRUM_DATA_80_174_SG_1;Float;;;32;340;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_175;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_175_1;SCAF----------------------------;HYBRID MIL Data_173_msg_n;;GADIRU_INSTRUM_DATA_80_175_SG_1;Float;;;32;344;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_176;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_176_1;SCAF----------------------------;HYBRID MIL Data_174_msg_n;;GADIRU_INSTRUM_DATA_80_176_SG_1;Float;;;32;348;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_177;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_177_1;SCAF----------------------------;HYBRID MIL Data_175_msg_n;;GADIRU_INSTRUM_DATA_80_177_SG_1;Float;;;32;352;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_178;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_178_1;SCAF----------------------------;HYBRID MIL Data_176_msg_n;;GADIRU_INSTRUM_DATA_80_178_SG_1;Float;;;32;356;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
